x,y
1,0
0.9895282158837542,0.0008289700682934864
0.9790575801166429,0.001640306794622901
0.9685892409218716,0.002433929863381135
0.9581243462708002,0.003209766668316154
0.947664043757056,0.003967752314166449
0.9372094804706865,0.004707829614924191
0.9267618028723681,0.005429949088730084
0.9163221566676844,0.006134068949405447
0.9058916866814855,0.006820155094628708
0.8954715367323464,0.007488181090764514
0.8850628495071332,0.00813812815435575
0.8746667664356955,0.0087699851302896
0.8642844275656953,0.009383748466650693
0.8539169714375882,0.009979422186275634
0.843565534959769,0.01055701785502462
0.8332312532838977,0.01111655454678743
0.8229152596804166,0.01165805880524233
0.8126186854142753,0.01218156460238803
0.8023426596208737,0.01268711329387012
0.7920883091822406,0.01317475357112479
0.7818567586034573,0.01364454141036419
0.7716491298893441,0.01409654001842898
0.761466542421419,0.01453081977553507
0.751310112835145,0.01494745817494293
0.741180954897479,0.01534653975957921
0.7310801793847341,0.01572815605564153
0.7210088939607705,0.01609240550321895
0.7109682030555282,0.01643939338396171
0.7009592077439131,0.0167692317458351
0.6909830056250525,0.01708203932499369
0.68104069070193,0.01737794146481345
0.6711333532614168,0.01765707003212025
0.6612620797547085,0.01791956333065488
0.6514279526781848,0.01816556601181548
0.6416320504546996,0.01839522898271979
0.6318754473153219,0.0186087093116307
0.6221592131815328,0.0188061701307895
0.6124844135478968,0.01898778053670286
0.6028521093652193,0.01915371548793
0.5932633569241996,0.01930415570041835
0.5837192077395986,0.01943928754043631
0.5742207084349271,0.0195593029151534
0.5647689006276723,0.01966439916091862
0.5553648208150725,0.01975477892928919
0.5460095002604533,0.01983065007086267
0.5367039648801382,0.01989222551696621
0.5274492351309459,0.01993972315925809
0.5182463258982847,0.01997336572729709
0.5090962463848591,0.01999338066413648
0.4999999999999999,0.02
0.4909585842496286,0.01999346022409831
0.4819729906268697,0.01997400215464488
0.4730442045033223,0.0199418708071313
0.4641732050210032,0.01989731526092264
0.4553609649849728,0.01984058852423418
0.4466084507566559,0.01977194739755165
0.4379166221478693,0.01969165233555756
0.4292864323155682,0.01959996730762714
0.420718827657321,0.01949715965695763
0.4122147477075268,0.01938349995839575
0.4037751250343841,0.01925926187502813
0.3954008851376251,0.01912472201360061
0.3870929463470234,0.01898015977883231
0.3788522197216896,0.01882585722669106
0.3706796089501625,0.01866209891669737
0.3625760102513101,0.01848917176332416
0.3545423122760494,0.01830736488656013
0.3465793960098944,0.0181169694617049
0.3386881346763481,0.01791827856846432
0.3308693936411418,0.0177115870394148
0.3231240303173392,0.01749719130790547
0.3154528940713113,0.01727538925546763
0.3078568261295931,0.01704648005880053
0.3003366594866345,0.01681076403640351
0.2928932188134523,0.0165685424949238
0.2855273203671966,0.01632011757528999
0.2782397719016377,0.01606579209870099
0.2710313725785884,0.01580586941254038
0.2639029128802656,0.01554065323628612
0.2568551745226056,0.0152704475074854
0.2498889303695404,0.01499555622786459
0.2430049443482435,0.01471628330964405
0.2362039713653578,0.01443293242212728
0.2294867572242107,0.01414580683863415
0.2228540385430291,0.0138552092838473
0.2163065426741602,0.01356144178164095
0.2098449876243096,0.01326480550346103
0.2034700819758036,0.01296560061732507
0.1971825248088854,0.0126641261375103
0.1909830056250525,0.0123606797749979
0.1848722042714458,0.01205555778874101
0.178850790866296,0.01174905483782371
0.1729194257254382,0.01144146383457783
0.1670787592899005,0.01113307579872384
0.1613294320545759,0.01082417971260191
0.1556720744979848,0.0105150623775583
0.150107307013136,0.01020600827155201
0.1446357398394933,0.009897299408046057
0.1392579729960564,0.009589215196246878
0.1339745962155613,0.009282032302755087
0.1287861888798105,0.008976024514689944
0.1236933199561364,0.008671462604349223
0.1186965479350077,0.008368614195465611
0.1137964207687853,0.008067743631119909
0.1089934758116321,0.007769111843370502
0.1042882397605871,0.007472976224658033
0.09968122859780648,0.007179590501043068
0.09517294753398042,0.00688920460733397
0.09076389095293147,0.006602064564161268
0.08645454235739913,0.006318412357053744
0.08224537431601886,0.006038485817570945
0.07813684841149948,0.005762518506545427
0.07412941519000527,0.005490739599487446
0.07022351411174854,0.005223373774203648
0.06641957350279826,0.004960641100680372
0.06271801050810843,0.004702756933281058
0.05911923104577455,0.004449931805306471
0.05562362976251889,0.004202371325964889
0.05223158999041433,0.003960276079799005
0.04894348370484647,0.003723841528614391
0.04575967148372306,0.003493257915953985
0.04268050246793276,0.003268710174161405
0.03970631432305693,0.003050377834074842
0.03683743320234178,0.002838434937392382
0.03407417371093169,0.002633049951747915
0.03141683887136881,0.00243438568853594
0.02886572009036392,0.002242599223522295
0.02642109712683971,0.002057841820276305
0.02408323806125257,0.001880258856459007
0.02185239926619431,0.001709989753000412
0.01972882537827814,0.001547167906197724
0.01771274927131128,0.001391920622765035
0.01580439203075812,0.001244369057863699
0.01400396292949502,0.001104628156141148
0.01231165940486223,0.0009728065958048715
0.01072766703701167,0.0008490067357563747
0.009252159528556403,0.0007333245658091637
0.007885298685522124,0.0006258496600129781
0.006627234399603554,0.0005266651331053018
0.00547810463172671,0.0004358476001096445
0.004438035396920004,0.0003534671390988553
0.00350714075049563,0.0002795872571401481
0.002685522775541904,0.0002142648594371166
0.001973271571728441,0.0001575502216826119
0.001370465245426167,0.0001094869656349795
0.0008771699011416167,7.011203792849141e-05
0.0004934396342684,3.945569212765898e-05
0.0002193165251545004,1.754147403330464e-05
5.483063448785686e-05,4.386210247149247e-06
0,0
5.483063448785686e-05,-4.386210247149247e-06
0.0002193165251545004,-1.754147403330464e-05
0.0004934396342684,-3.945569212765898e-05
0.0008771699011416167,-7.011203792849141e-05
0.001370465245426167,-0.0001094869656349795
0.001973271571728441,-0.0001575502216826119
0.002685522775541904,-0.0002142648594371166
0.00350714075049563,-0.0002795872571401481
0.004438035396920004,-0.0003534671390988553
0.00547810463172671,-0.0004358476001096445
0.006627234399603554,-0.0005266651331053018
0.007885298685522124,-0.0006258496600129781
0.009252159528556403,-0.0007333245658091637
0.01072766703701167,-0.0008490067357563747
0.01231165940486223,-0.0009728065958048715
0.01400396292949502,-0.001104628156141148
0.01580439203075812,-0.001244369057863699
0.01771274927131128,-0.001391920622765035
0.01972882537827814,-0.001547167906197724
0.02185239926619431,-0.001709989753000412
0.02408323806125257,-0.001880258856459007
0.02642109712683971,-0.002057841820276305
