name,geometry_group,coordinate_file,true_category,anchor_strength,source_title,source_url,notes,clustered_category,quality_status,original_mode_available,recomputed_mode_1,recomputed_mode_2,recomputed_mode_3,recomputed_mode_4,recomputed_mode_5,recomputed_mode_6,recomputed_mode_7,recomputed_mode_8,recomputed_mode_9,recomputed_mode_10,recomputed_mode_11,recomputed_mode_12,recomputed_mode_13,recomputed_mode_14,recomputed_mode_15,recomputed_mode_16,recomputed_mode_17,recomputed_mode_18,recomputed_mode_19
naca4614,original_dataset,data/d_PV_20_coord/naca4614.csv,,,,,,Transonic,valid,True,-0.0537911107481,0.0268052701817,-0.0782436168001,-0.0109301071713,0.0127987147162,-0.00392548344592,0.00124481718837,-0.00282701356103,-0.00277528149806,-0.00167443130102,0.000224845844424,0.000374722401257,-0.001041406657,-0.000361778117024,-5.37336655242e-05,0.000809263150334,0.000344611920269,0.000189691700455,0.000110387639387
naca4615,original_dataset,data/d_PV_20_coord/naca4615.csv,,,,,,Low-subsonic,valid,True,-0.110181923538,0.051446182621,-0.0751732964346,-0.0120388611113,0.0137278809144,-0.00353346267968,0.000924345365191,-0.00308687845852,-0.00273812181518,-0.00166280859609,0.000157184336733,0.000351841957504,-0.00102516689327,-0.000338653413064,-6.67754039282e-05,0.000810562815303,0.000343049379807,0.000190022990288,0.000109197229298
naca4616,original_dataset,data/d_PV_20_coord/naca4616.csv,,,,,,Low-subsonic,valid,True,-0.166572736327,0.0760870950602,-0.0721029760691,-0.0131476150514,0.0146570471126,-0.00314144191345,0.000603873542014,-0.00334674335601,-0.0027009621323,-0.00165118589117,8.95228290425e-05,0.000328961513751,-0.00100892712954,-0.000315528709104,-7.98171423323e-05,0.000811862480273,0.000341486839345,0.000190354280121,0.000108006819208
naca4617,original_dataset,data/d_PV_20_coord/naca4617.csv,,,,,,Low-subsonic,valid,True,-0.222963549117,0.100728007499,-0.0690326557036,-0.0142563689915,0.0155862133107,-0.00274942114722,0.000283401718837,-0.00360660825349,-0.00266380244942,-0.00163956318624,2.18613213519e-05,0.000306081069998,-0.000992687365802,-0.000292404005144,-9.28588807366e-05,0.000813162145244,0.000339924298882,0.000190685569954,0.000106816409119
naca4618,original_dataset,data/d_PV_20_coord/naca4618.csv,,,,,,Low-subsonic,valid,True,-0.279354361906,0.125368919939,-0.065962335338,-0.0153651229316,0.0165153795089,-0.00235740038098,-3.70701043393e-05,-0.00386647315098,-0.00262664276654,-0.00162794048131,-4.58001863388e-05,0.000283200626244,-0.000976447602068,-0.000269279301183,-0.00010590061914,0.000814461810213,0.00033836175842,0.000191016859787,0.00010562599903
naca4619,original_dataset,data/d_PV_20_coord/naca4619.csv,,,,,,Low-subsonic,valid,True,-0.335745174695,0.150009832378,-0.0628920149725,-0.0164738768716,0.0174445457071,-0.00196537961475,-0.000357541927516,-0.00412633804846,-0.00258948308366,-0.00161631777638,-0.000113461694029,0.000260320182491,-0.000960207838335,-0.000246154597223,-0.000118942357545,0.000815761475183,0.000336799217958,0.00019134814962,0.00010443558894
naca4620,original_dataset,data/d_PV_20_coord/naca4620.csv,,,,,,Low-subsonic,valid,True,-0.392135987485,0.174650744817,-0.059821694607,-0.0175826308117,0.0183737119053,-0.00157335884851,-0.000678013750693,-0.00438620294595,-0.00255232340078,-0.00160469507145,-0.00018112320172,0.000237439738738,-0.000943968074602,-0.000223029893263,-0.000131984095949,0.000817061140153,0.000335236677495,0.000191679439453,0.000103245178851
naca4621,original_dataset,data/d_PV_20_coord/naca4621.csv,,,,,,,ignored,True,-0.448526800273,0.199291657253,-0.0567513742406,-0.0186913847529,0.0193028781065,-0.00118133808376,-0.000998485573962,-0.00464606784365,-0.00251516371394,-0.001593072365,-0.000248784708543,0.000214559296598,-0.00092772830843,-0.000199905191935,-0.000145025834824,0.000818360807596,0.000333674139482,0.000192010729162,0.000102054771425
naca4622,original_dataset,data/d_PV_20_coord/naca4622.csv,,,,,,Low-subsonic,valid,True,-0.504917613064,0.223932569695,-0.053681053876,-0.0198001386919,0.0202320443016,-0.000789317316048,-0.00131895739705,-0.00490593274092,-0.00247800403502,-0.00158144966159,-0.000316446217101,0.000191678851231,-0.000911488547135,-0.000176780485343,-0.000158067572757,0.000819660470093,0.000332111596571,0.000192342019118,0.000100864358672
naca4623,original_dataset,data/d_PV_20_coord/naca4623.csv,,,,,,Low-subsonic,valid,True,-0.561308425853,0.248573482135,-0.0506107335104,-0.020908892632,0.0211612104998,-0.000397296549815,-0.00163942922022,-0.0051657976384,-0.00244084435214,-0.00156982695667,-0.000384107724792,0.000168798407478,-0.000895248783402,-0.000153655781383,-0.000171109311161,0.000820960135062,0.000330549056109,0.000192673308951,9.9673948583e-05
